 Timestamp, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3
 1.70810391449739E9, -566.3106108903885, -1855.7084388136864, -2315.027991771698, -438.97449719905853
 1.70810391449739E9, -516.0463554859161, -1744.4090161323547, -2182.4260989427567, -568.70414686203
 1.70810391451131E9, -450.4634698629379, -1847.5704165101051, -2252.0779957175255, -329.350549697876
 1.70810391451131E9, -537.1094720363617, -1884.1915168762207, -2326.7563180327415, -338.44598639011383
 1.7081039145120392E9, -550.5132734775543, -1754.222513616085, -2209.71240901947, -568.9435004591942
 1.7081039145120392E9, -454.7718346118927, -1795.6306859254837, -2210.4304698109627, -429.1609997153282
 1.7081039145263357E9, -503.360614836216, -1913.6320093274117, -2342.3143018484116, -297.9952284693718
 1.7081039145263357E9, -582.3473019003868, -1812.3854377269745, -2272.6624050736427, -531.6043393015862
 1.70810391452707E9, -491.1535813808441, -1769.3017902374268, -2193.4363644123077, -522.7482562065125
 1.70810391452707E9, -482.53685188293457, -1903.1004510521889, -2318.139588534832, -301.5855324268341
 1.708103914540655E9, -576.6028155684471, -1866.4793506860733, -2321.011831700802, -453.8144202232361
 1.708103914540655E9, -524.9024385809898, -1749.435441672802, -2189.367353260517, -581.150533914566
 1.7081039145564497E9, -455.48989540338516, -1854.990378022194, -2264.7637363672256, -348.4988374710083
 1.7081039145564497E9, -546.4442623257637, -1904.2972190380096, -2352.8458601236343, -363.57811409235
 1.7081039145570824E9, -561.7628925442696, -1769.780497431755, -2228.14263600111, -589.7672634124756
 1.7081039145570824E9, -460.9950281381607, -1803.5293546319008, -2222.6375032663345, -441.6073867678642
 1.7081039145706425E9, -512.9347587227821, -1918.1797276735306, -2354.2819817066193, -306.3726043701172
 1.7081039145706425E9, -575.4060475826263, -1814.3002665042877, -2275.7740018367767, -534.7159360647202
 1.7081039145864851E9, -479.1859015226364, -1761.6424751281738, -2185.0589885115623, -511.0199299454689
 1.7081039145864851E9, -464.1066249012947, -1888.0211744308472, -2305.93255507946, -290.8146205544472
 1.7081039145871458E9, -560.5661245584488, -1857.1445603966713, -2313.591870188713, -444.2402763366699
 1.7081039145871458E9, -508.3870403766632, -1733.1593970656395, -2178.117734193802, -574.6879867911339
 1.7081039146006446E9, -447.3518730998039, -1846.3736485242844, -2254.471531689167, -341.796936750412
 1.7081039146006446E9, -534.476582467556, -1888.0211744308472, -2332.022097170353, -358.3123349547386
 1.7081039146164386E9, -539.7423616051674, -1749.9141488671303, -2208.5156410336494, -577.5602299571037
 1.7081039146164386E9, -440.88932597637177, -1782.226884484291, -2199.89891153574, -423.4165133833885
 1.708103914617088E9, -485.6484486460686, -1896.8772575259209, -2326.038257241249, -287.9423773884773
 1.708103914617088E9, -545.0081407427788, -1779.5939949154854, -2245.376094996929, -511.0199299454689
 1.7081039146306968E9, -451.42088425159454, -1733.6381042599678, -2163.03845757246, -489.7174597978592
 1.7081039146306968E9, -436.580961227417, -1864.0858147144318, -2281.2791345715523, -266.1612000465393
 1.7081039146463623E9, -533.0404608845711, -1821.4808744192123, -2288.699096083641, -417.43267345428467
 1.7081039146463623E9, -477.7497799396515, -1707.548562169075, -2149.1559489369392, -546.6836159229279
 1.7081039146470568E9, -412.40624791383743, -1823.3957031965256, -2234.6051831245422, -326.7176601290703
 1.7081039146470568E9, -500.96707886457443, -1866.2399970889091, -2310.9589806199074, -336.0524504184723
